CheckInID,MemberID,ClassID,CheckInDate,DurationMinutes
CHK00607,MB0082,C06,2024-03-08,45
CHK00608,MB0274,C01,2024-02-13,75
CHK00609,MB0390,C04,2024-12-29,75
CHK00610,MB0134,C03,2024-02-18,30
CHK00611,MB0720,C04,2024-12-26,90
CHK00612,MB0747,C03,2024-08-16,75
CHK00613,MB0508,C05,2024-05-10,90
CHK00614,MB0520,C02,2024-03-18,75
CHK00615,MB0741,C08,2024-04-30,90
CHK00616,MB0117,C04,2024-10-26,60
CHK00617,MB0555,C05,2024-08-21,60
CHK00618,MB0291,C03,2024-05-08,45
CHK00619,MB0608,C05,2024-10-16,60
CHK00620,MB0381,C04,2024-07-29,45
CHK00621,MB0669,C07,2024-04-27,30
CHK00622,MB0062,C02,2024-12-03,90
CHK00623,MB0085,C08,2024-12-19,45
CHK00624,MB0310,C08,2024-08-16,90
CHK00625,MB0063,C08,2024-05-18,60
CHK00626,MB0219,C07,2024-10-31,30
CHK00627,MB0647,C07,2024-03-30,30
CHK00628,MB0330,C02,2024-03-28,30
CHK00629,MB0790,C02,2024-09-01,45
CHK00630,MB0380,C05,2024-11-02,45
CHK00631,MB0447,C03,2024-10-05,45
CHK00632,MB0181,C08,2024-09-20,45
CHK00633,MB0367,C04,2024-07-09,90
CHK00634,MB0088,C08,2024-08-28,45
CHK00635,MB0170,C07,2024-05-10,90
CHK00636,MB0414,C08,2024-09-22,75
CHK00637,MB0018,C04,2024-03-31,90
CHK00638,MB0783,C02,2024-07-17,45
CHK00639,MB0549,C07,2024-12-26,30
CHK00640,MB0206,C01,2024-01-02,75
CHK00641,MB0709,C07,2024-05-17,30
CHK00642,MB0701,C02,2024-08-30,60
CHK00643,MB0358,C01,2024-06-13,90
CHK00644,MB0276,C03,2024-03-09,90
CHK00645,MB0460,C01,2024-05-20,30
CHK00646,MB0012,C07,2024-03-16,90
CHK00647,MB0581,C01,2024-11-12,60
CHK00648,MB0106,C08,2024-12-27,90
CHK00649,MB0190,C02,2024-01-14,90
CHK00650,MB0280,C08,2024-09-30,75
CHK00651,MB0317,C05,2024-10-12,90
CHK00652,MB0645,C08,2024-10-17,60
CHK00653,MB0561,C03,2024-08-31,60
CHK00654,MB0342,C02,2024-06-11,60
CHK00655,MB0650,C02,2024-04-08,60
CHK00656,MB0564,C02,2024-07-26,45
CHK00657,MB0718,C08,2024-06-14,45
CHK00658,MB0659,C05,2024-01-15,60
CHK00659,MB0192,C04,2024-10-16,60
CHK00660,MB0084,C04,2024-12-21,60
CHK00661,MB0285,C05,2024-07-24,45
CHK00662,MB0686,C06,2024-12-30,75
CHK00663,MB0303,C02,2024-08-12,45
CHK00664,MB0243,C06,2024-09-06,30
CHK00665,MB0618,C01,2024-05-14,90
CHK00666,MB0493,C03,2024-05-09,90
CHK00667,MB0396,C08,2024-11-28,90
CHK00668,MB0509,C03,2024-04-30,75
CHK00669,MB0198,C01,2024-11-09,30
CHK00670,MB0425,C06,2024-02-18,90
CHK00671,MB0031,C02,2024-10-29,45
CHK00672,MB0752,C08,2024-11-05,45
CHK00673,MB0207,C06,2024-05-30,90
CHK00674,MB0059,C04,2024-02-07,90
CHK00675,MB0557,C02,2024-06-19,60
CHK00676,MB0628,C02,2024-07-12,90
CHK00677,MB0485,C03,2024-08-07,45
CHK00678,MB0507,C05,2024-12-10,45
CHK00679,MB0414,C03,2024-11-07,75
CHK00680,MB0109,C03,2024-12-16,30
CHK00681,MB0265,C03,2024-10-25,60
CHK00682,MB0784,C05,2024-04-13,30
CHK00683,MB0433,C02,2024-12-29,60
CHK00684,MB0072,C07,2024-03-07,30
CHK00685,MB0220,C02,2024-09-14,30
CHK00686,MB0718,C03,2024-08-05,30
CHK00687,MB0041,C02,2024-06-28,30
CHK00688,MB0575,C04,2024-06-07,45
CHK00689,MB0532,C02,2024-09-15,90
CHK00690,MB0653,C02,2024-07-31,90
CHK00691,MB0343,C03,2024-12-14,90
CHK00692,MB0281,C05,2024-02-02,45
CHK00693,MB0215,C03,2024-07-08,75
CHK00694,MB0105,C07,2024-12-12,75
CHK00695,MB0277,C05,2024-03-27,75
CHK00696,MB0074,C04,2024-12-02,30
CHK00697,MB0304,C01,2024-02-26,60
CHK00698,MB0184,C02,2024-07-26,60
CHK00699,MB0156,C02,2024-08-01,75
CHK00700,MB0463,C04,2024-03-22,75
CHK00701,MB0476,C03,2024-01-28,60
CHK00702,MB0747,C06,2024-01-25,60
CHK00703,MB0428,C06,2024-03-17,30
CHK00704,MB0073,C01,2024-11-26,60
CHK00705,MB0723,C04,2024-03-13,45
CHK00706,MB0294,C01,2024-11-29,45
CHK00707,MB0727,C07,2024-03-01,45
CHK00708,MB0034,C04,2024-09-19,30
CHK00709,MB0584,C08,2024-09-23,45
CHK00710,MB0309,C08,2024-08-25,30
CHK00711,MB0659,C05,2024-12-25,30
CHK00712,MB0246,C06,2024-06-04,90
CHK00713,MB0351,C04,2024-07-20,30
CHK00714,MB0336,C06,2024-10-08,90
CHK00715,MB0097,C08,2024-02-21,75
CHK00716,MB0340,C02,2024-04-21,60
CHK00717,MB0542,C07,2024-08-20,45
CHK00718,MB0102,C05,2024-09-23,60
CHK00719,MB0512,C08,2024-06-26,30
CHK00720,MB0072,C04,2024-02-24,75
CHK00721,MB0272,C06,2024-04-15,45
CHK00722,MB0141,C04,2024-10-16,75
CHK00723,MB0106,C03,2024-11-12,90
CHK00724,MB0099,C04,2024-06-22,75
CHK00725,MB0440,C06,2024-05-11,30
CHK00726,MB0236,C06,2024-04-27,90
CHK00727,MB0203,C02,2024-02-22,30
CHK00728,MB0667,C01,2024-10-15,60
CHK00729,MB0724,C02,2024-12-31,45
CHK00730,MB0124,C08,2024-07-18,45
CHK00731,MB0001,C08,2024-12-23,75
CHK00732,MB0052,C01,2024-01-01,90
CHK00733,MB0098,C04,2024-03-03,75
CHK00734,MB0334,C03,2024-04-07,90
CHK00735,MB0593,C01,2024-01-25,60
CHK00736,MB0121,C02,2024-04-16,60
CHK00737,MB0477,C07,2024-01-13,75
CHK00738,MB0068,C02,2024-07-03,30
CHK00739,MB0211,C04,2024-06-26,75
CHK00740,MB0319,C06,2024-11-05,90
CHK00741,MB0007,C06,2024-12-22,75
CHK00742,MB0571,C08,2024-02-28,90
CHK00743,MB0167,C06,2024-05-13,30
CHK00744,MB0440,C04,2024-09-25,75
CHK00745,MB0553,C05,2024-12-22,90
CHK00746,MB0459,C02,2024-04-02,60
CHK00747,MB0782,C01,2024-07-03,60
CHK00748,MB0770,C05,2024-03-14,60
CHK00749,MB0193,C01,2024-12-06,60
CHK00750,MB0503,C08,2024-02-25,90
CHK00751,MB0325,C08,2024-12-01,30
CHK00752,MB0800,C07,2024-03-18,60
CHK00753,MB0482,C04,2024-03-13,75
CHK00754,MB0638,C07,2024-05-22,45
CHK00755,MB0050,C05,2024-01-19,75
CHK00756,MB0240,C03,2024-09-11,45
CHK00757,MB0061,C01,2024-05-08,30
CHK00758,MB0451,C01,2024-12-12,90
CHK00759,MB0548,C03,2024-11-30,75
CHK00760,MB0714,C06,2024-06-16,45
CHK00761,MB0628,C08,2024-11-01,75
CHK00762,MB0089,C03,2024-12-10,90
CHK00763,MB0094,C06,2024-08-07,90
CHK00764,MB0079,C08,2024-05-10,75
CHK00765,MB0226,C03,2024-06-03,30
CHK00766,MB0769,C04,2024-01-01,90
CHK00767,MB0632,C03,2024-04-06,75
CHK00768,MB0698,C08,2024-04-02,60
CHK00769,MB0368,C06,2024-01-15,90
CHK00770,MB0702,C06,2024-06-02,60
CHK00771,MB0618,C08,2024-03-29,60
CHK00772,MB0182,C06,2024-12-11,30
CHK00773,MB0502,C01,2024-02-07,60
CHK00774,MB0330,C03,2024-11-08,30
CHK00775,MB0143,C03,2024-11-12,75
CHK00776,MB0200,C06,2024-02-15,60
CHK00777,MB0726,C07,2024-02-25,75
CHK00778,MB0490,C01,2024-05-10,60
CHK00779,MB0677,C04,2024-10-08,45
CHK00780,MB0144,C05,2024-04-21,90
CHK00781,MB0149,C07,2024-06-10,75
CHK00782,MB0357,C03,2024-05-20,45
CHK00783,MB0574,C01,2024-04-17,60
CHK00784,MB0592,C04,2024-02-08,30
CHK00785,MB0353,C04,2024-01-19,75
CHK00786,MB0150,C03,2024-12-18,90
CHK00787,MB0552,C01,2024-02-03,60
CHK00788,MB0030,C02,2024-05-22,90
CHK00789,MB0561,C04,2024-07-07,90
CHK00790,MB0203,C02,2024-09-06,45
CHK00791,MB0261,C02,2024-03-09,75
CHK00792,MB0582,C08,2024-07-11,30
CHK00793,MB0331,C02,2024-11-20,45
CHK00794,MB0464,C07,2024-03-21,75
CHK00795,MB0098,C03,2024-02-04,60
CHK00796,MB0305,C03,2024-11-18,30
CHK00797,MB0149,C03,2024-05-03,30
CHK00798,MB0791,C06,2024-03-06,45
CHK00799,MB0173,C04,2024-07-22,90
CHK00800,MB0349,C02,2024-12-14,60
CHK00801,MB0127,C08,2024-05-30,75
CHK00802,MB0088,C03,2024-11-24,30
CHK00803,MB0445,C06,2024-07-09,30
CHK00804,MB0721,C08,2024-08-31,30
CHK00805,MB0022,C03,2024-03-21,90
CHK00806,MB0126,C04,2024-09-06,60
CHK00807,MB0471,C03,2024-11-20,75
CHK00808,MB0252,C02,2024-09-01,90
CHK00809,MB0271,C08,2024-02-28,90
CHK00810,MB0304,C06,2024-04-21,45
CHK00811,MB0478,C03,2024-03-17,30
CHK00812,MB0068,C02,2024-10-01,90
CHK00813,MB0606,C06,2024-07-18,45
CHK00814,MB0546,C06,2024-02-17,45
CHK00815,MB0436,C05,2024-08-28,60
CHK00816,MB0581,C04,2024-12-06,45
CHK00817,MB0406,C06,2024-10-01,45
CHK00818,MB0588,C06,2024-04-07,75
CHK00819,MB0538,C02,2024-01-03,45
CHK00820,MB0625,C08,2024-06-22,30
CHK00821,MB0241,C08,2024-06-02,60
CHK00822,MB0160,C03,2024-03-08,45
CHK00823,MB0277,C05,2024-06-17,30
CHK00824,MB0463,C07,2024-08-30,60
CHK00825,MB0135,C04,2024-07-10,75
CHK00826,MB0136,C07,2024-03-29,90
CHK00827,MB0350,C06,2024-12-14,60
CHK00828,MB0283,C03,2024-03-30,45
CHK00829,MB0706,C04,2024-05-07,60
CHK00830,MB0369,C07,2024-01-30,90
CHK00831,MB0564,C08,2024-10-15,30
CHK00832,MB0055,C02,2024-05-13,60
CHK00833,MB0075,C01,2024-08-27,30
CHK00834,MB0446,C07,2024-10-01,30
CHK00835,MB0329,C02,2024-11-12,45
CHK00836,MB0661,C01,2024-04-25,45
CHK00837,MB0290,C06,2024-03-17,60
CHK00838,MB0385,C04,2024-07-14,45
CHK00839,MB0477,C01,2024-08-11,45
CHK00840,MB0229,C01,2024-04-29,45
CHK00841,MB0322,C02,2024-11-19,90
CHK00842,MB0484,C05,2024-09-21,75
CHK00843,MB0445,C04,2024-01-23,90
CHK00844,MB0452,C04,2024-03-22,60
CHK00845,MB0685,C07,2024-01-25,75
CHK00846,MB0129,C08,2024-04-09,90
CHK00847,MB0669,C08,2024-02-12,30
CHK00848,MB0746,C03,2024-12-07,45
CHK00849,MB0771,C07,2024-04-15,75
CHK00850,MB0205,C02,2024-12-24,30
CHK00851,MB0494,C07,2024-11-23,90
CHK00852,MB0547,C06,2024-05-14,60
CHK00853,MB0543,C04,2024-08-07,75
CHK00854,MB0158,C01,2024-03-14,30
CHK00855,MB0441,C08,2024-06-02,60
CHK00856,MB0226,C01,2024-06-19,75
CHK00857,MB0121,C08,2024-06-20,60
CHK00858,MB0774,C02,2024-01-16,30
CHK00859,MB0043,C04,2024-02-23,90
CHK00860,MB0018,C02,2024-12-09,75
CHK00861,MB0228,C02,2024-06-13,30
CHK00862,MB0522,C01,2024-12-10,60
CHK00863,MB0397,C07,2024-11-29,45
CHK00864,MB0150,C07,2024-01-10,75
CHK00865,MB0236,C03,2024-10-27,75
CHK00866,MB0412,C04,2024-12-28,30
CHK00867,MB0783,C03,2024-01-23,60
CHK00868,MB0325,C07,2024-07-12,90
CHK00869,MB0436,C05,2024-11-13,90
CHK00870,MB0544,C02,2024-09-05,90
CHK00871,MB0787,C04,2024-03-04,60
CHK00872,MB0194,C08,2024-02-27,45
CHK00873,MB0670,C08,2024-09-12,60
CHK00874,MB0247,C01,2024-03-31,45
CHK00875,MB0610,C04,2024-11-25,45
CHK00876,MB0072,C07,2024-12-27,60
CHK00877,MB0298,C07,2024-01-16,30
CHK00878,MB0764,C03,2024-08-28,90
CHK00879,MB0782,C04,2024-11-24,75
CHK00880,MB0101,C04,2024-07-09,75
CHK00881,MB0243,C06,2024-07-17,45
CHK00882,MB0360,C08,2024-11-19,60
CHK00883,MB0015,C07,2024-07-07,60
CHK00884,MB0446,C03,2024-06-25,60
CHK00885,MB0014,C04,2024-02-17,45
CHK00886,MB0375,C04,2024-05-18,45
CHK00887,MB0474,C06,2024-08-02,90
CHK00888,MB0288,C05,2024-11-18,45
CHK00889,MB0121,C07,2024-04-16,90
CHK00890,MB0655,C08,2024-09-18,90
CHK00891,MB0254,C03,2024-09-30,60
CHK00892,MB0267,C04,2024-07-01,75
CHK00893,MB0313,C07,2024-01-14,45
CHK00894,MB0426,C04,2024-05-15,60
CHK00895,MB0457,C03,2024-01-20,45
CHK00896,MB0225,C03,2024-01-28,60
CHK00897,MB0658,C01,2024-05-07,60
CHK00898,MB0682,C02,2024-07-27,90
CHK00899,MB0451,C05,2024-02-09,90
CHK00900,MB0645,C05,2024-07-01,60
CHK00901,MB0381,C05,2024-06-07,90
CHK00902,MB0334,C02,2024-04-21,90
CHK00903,MB0377,C05,2024-09-03,90
CHK00904,MB0266,C08,2024-08-07,60
CHK00905,MB0653,C02,2024-09-30,30
CHK00906,MB0309,C04,2024-04-10,90
CHK00907,MB0075,C08,2024-06-27,60
CHK00908,MB0490,C03,2024-06-29,90
CHK00909,MB0626,C05,2024-05-06,75
CHK00910,MB0688,C03,2024-02-09,90
CHK00911,MB0677,C03,2024-06-16,75
CHK00912,MB0387,C06,2024-05-10,60
CHK00913,MB0667,C05,2024-03-08,60
CHK00914,MB0369,C01,2024-03-19,75
CHK00915,MB0520,C02,2024-06-30,90
CHK00916,MB0310,C08,2024-12-25,30
CHK00917,MB0622,C08,2024-08-21,45
CHK00918,MB0496,C01,2024-04-01,75
CHK00919,MB0346,C05,2024-12-05,75
CHK00920,MB0465,C05,2024-11-13,30
CHK00921,MB0713,C04,2024-06-24,75
CHK00922,MB0505,C01,2024-04-15,75
CHK00923,MB0061,C07,2024-12-16,90
CHK00924,MB0003,C01,2024-06-05,45
CHK00925,MB0222,C02,2024-05-13,60
CHK00926,MB0229,C01,2024-01-15,30
CHK00927,MB0031,C03,2024-12-12,45
CHK00928,MB0446,C04,2024-05-04,75
CHK00929,MB0712,C02,2024-01-10,30
CHK00930,MB0471,C02,2024-06-17,60
CHK00931,MB0651,C08,2024-03-15,60
CHK00932,MB0391,C07,2024-10-17,30
CHK00933,MB0261,C03,2024-04-27,30
CHK00934,MB0191,C02,2024-01-19,45
CHK00935,MB0283,C08,2024-09-03,90
CHK00936,MB0056,C07,2024-02-24,30
CHK00937,MB0517,C07,2024-01-30,45
CHK00938,MB0081,C05,2024-03-29,30
CHK00939,MB0708,C04,2024-02-04,75
CHK00940,MB0172,C01,2024-09-14,75
CHK00941,MB0611,C06,2024-02-02,60
CHK00942,MB0742,C02,2024-06-04,30
CHK00943,MB0618,C01,2024-11-07,45
CHK00944,MB0104,C07,2024-12-23,30
CHK00945,MB0128,C01,2024-02-23,30
CHK00946,MB0759,C03,2024-03-29,90
CHK00947,MB0462,C07,2024-05-31,75
CHK00948,MB0351,C08,2024-08-27,30
CHK00949,MB0780,C04,2024-01-07,75
CHK00950,MB0153,C08,2024-05-30,30
CHK00951,MB0324,C03,2024-06-28,90
CHK00952,MB0484,C02,2024-12-12,90
CHK00953,MB0393,C01,2024-01-01,45
CHK00954,MB0158,C01,2024-03-12,45
CHK00955,MB0590,C08,2024-09-04,30
CHK00956,MB0411,C05,2024-08-10,90
CHK00957,MB0378,C03,2024-12-08,30
CHK00958,MB0233,C04,2024-03-16,45
CHK00959,MB0242,C06,2024-02-10,60
CHK00960,MB0777,C02,2024-04-03,60
CHK00961,MB0130,C02,2024-01-30,60
CHK00962,MB0778,C03,2024-02-18,90
CHK00963,MB0434,C04,2024-02-28,75
CHK00964,MB0139,C04,2024-09-14,90
CHK00965,MB0233,C01,2024-12-23,75
CHK00966,MB0228,C08,2024-09-09,90
CHK00967,MB0440,C04,2024-02-27,75
CHK00968,MB0212,C04,2024-05-28,60
CHK00969,MB0655,C03,2024-12-04,90
CHK00970,MB0355,C03,2024-05-26,75
CHK00971,MB0800,C06,2024-05-13,45
CHK00972,MB0640,C08,2024-08-07,90
CHK00973,MB0650,C04,2024-02-22,90
CHK00974,MB0232,C08,2024-11-09,75
CHK00975,MB0515,C01,2024-07-15,45
CHK00976,MB0364,C01,2024-07-12,45
CHK00977,MB0134,C05,2024-06-05,90
CHK00978,MB0493,C05,2024-06-08,90
CHK00979,MB0193,C08,2024-12-27,60
CHK00980,MB0388,C06,2024-05-24,75
CHK00981,MB0134,C08,2024-06-28,30
CHK00982,MB0651,C08,2024-10-26,75
CHK00983,MB0576,C03,2024-07-30,60
CHK00984,MB0727,C06,2024-08-30,45
CHK00985,MB0533,C04,2024-11-12,75
CHK00986,MB0575,C04,2024-08-22,30
CHK00987,MB0105,C02,2024-07-29,75
CHK00988,MB0470,C04,2024-01-22,45
CHK00989,MB0494,C02,2024-01-30,90
CHK00990,MB0749,C01,2024-09-04,90
CHK00991,MB0134,C04,2024-11-19,60
CHK00992,MB0775,C07,2024-08-06,45
CHK00993,MB0670,C02,2024-06-24,75
CHK00994,MB0609,C02,2024-11-14,60
CHK00995,MB0320,C01,2024-11-04,90
CHK00996,MB0772,C08,2024-12-27,90
CHK00997,MB0094,C03,2024-12-06,75
CHK00998,MB0481,C07,2024-05-06,60
CHK00999,MB0391,C03,2024-02-21,30
CHK01000,MB0772,C05,2024-10-08,75
CHK01001,MB0333,C06,2024-11-09,60
CHK01002,MB0196,C06,2024-08-27,30
CHK01003,MB0684,C05,2024-09-23,60
CHK01004,MB0783,C02,2024-01-23,90
CHK01005,MB0332,C08,2024-05-21,90
CHK01006,MB0385,C01,2024-08-17,75
CHK01007,MB0497,C08,2024-05-29,30
CHK01008,MB0277,C01,2024-05-15,30
CHK01009,MB0722,C05,2024-01-11,75
CHK01010,MB0218,C02,2024-05-01,75
CHK01011,MB0379,C04,2024-12-02,30
CHK01012,MB0495,C06,2024-03-07,45
CHK01013,MB0221,C03,2024-07-21,45
CHK01014,MB0462,C05,2024-01-23,60
CHK01015,MB0447,C02,2024-03-22,45
CHK01016,MB0495,C03,2024-09-22,75
CHK01017,MB0108,C04,2024-06-03,30
CHK01018,MB0400,C04,2024-04-24,45
CHK01019,MB0301,C01,2024-03-11,60
CHK01020,MB0289,C02,2024-05-05,60
CHK01021,MB0746,C08,2024-01-24,75
CHK01022,MB0483,C06,2024-11-14,30
CHK01023,MB0750,C07,2024-04-27,45
CHK01024,MB0383,C03,2024-12-20,45
CHK01025,MB0517,C07,2024-11-23,90
CHK01026,MB0734,C05,2024-04-01,45
CHK01027,MB0687,C08,2024-04-20,75
CHK01028,MB0218,C02,2024-09-16,75
CHK01029,MB0569,C01,2024-08-17,75
CHK01030,MB0460,C07,2024-03-08,75
CHK01031,MB0146,C06,2024-07-25,75
CHK01032,MB0224,C07,2024-09-27,75
CHK01033,MB0771,C04,2024-06-14,75
CHK01034,MB0491,C03,2024-09-08,30
CHK01035,MB0711,C02,2024-04-17,90
CHK01036,MB0375,C06,2024-08-24,75
CHK01037,MB0686,C02,2024-09-07,75
CHK01038,MB0352,C01,2024-07-05,75
CHK01039,MB0644,C03,2024-03-07,75
CHK01040,MB0301,C02,2024-10-07,30
CHK01041,MB0036,C06,2024-10-22,90
CHK01042,MB0477,C06,2024-12-17,60
CHK01043,MB0247,C04,2024-07-13,90
CHK01044,MB0638,C06,2024-10-28,90
CHK01045,MB0765,C05,2024-12-11,30
CHK01046,MB0424,C03,2024-10-22,30
CHK01047,MB0114,C04,2024-04-19,60
CHK01048,MB0132,C05,2024-11-10,30
CHK01049,MB0098,C03,2024-04-08,60
CHK01050,MB0209,C01,2024-12-30,45
CHK01051,MB0059,C04,2024-02-04,75
CHK01052,MB0608,C05,2024-04-13,75
CHK01053,MB0739,C06,2024-01-21,30
CHK01054,MB0540,C01,2024-10-07,75
CHK01055,MB0073,C07,2024-02-23,90
CHK01056,MB0666,C02,2024-05-23,30
CHK01057,MB0520,C02,2024-03-21,60
CHK01058,MB0456,C01,2024-04-07,30
CHK01059,MB0524,C05,2024-01-24,60
CHK01060,MB0206,C08,2024-07-14,45
CHK01061,MB0135,C03,2024-01-01,90
CHK01062,MB0663,C01,2024-02-17,60
CHK01063,MB0334,C01,2024-02-08,45
CHK01064,MB0551,C05,2024-04-18,90
CHK01065,MB0366,C08,2024-03-04,90
CHK01066,MB0112,C07,2024-07-25,60
CHK01067,MB0144,C08,2024-12-18,60
CHK01068,MB0705,C08,2024-10-29,60
CHK01069,MB0641,C05,2024-11-24,30
CHK01070,MB0219,C02,2024-05-20,45
CHK01071,MB0744,C06,2024-05-23,45
CHK01072,MB0484,C05,2024-03-13,45
CHK01073,MB0436,C02,2024-12-15,45
CHK01074,MB0243,C07,2024-08-02,60
CHK01075,MB0433,C08,2024-12-28,30
CHK01076,MB0099,C06,2024-02-09,30
CHK01077,MB0454,C07,2024-06-12,75
CHK01078,MB0726,C08,2024-08-10,90
CHK01079,MB0049,C08,2024-04-04,45
CHK01080,MB0406,C03,2024-07-04,30
CHK01081,MB0530,C02,2024-06-08,60
CHK01082,MB0482,C04,2024-11-20,45
CHK01083,MB0098,C03,2024-05-17,30
CHK01084,MB0346,C06,2024-11-30,75
CHK01085,MB0060,C04,2024-01-01,60
CHK01086,MB0130,C06,2024-05-30,30
CHK01087,MB0041,C05,2024-10-31,90
CHK01088,MB0724,C04,2024-10-27,45
CHK01089,MB0182,C05,2024-09-08,75
CHK01090,MB0800,C05,2024-07-03,45
CHK01091,MB0574,C01,2024-10-17,75
CHK01092,MB0474,C05,2024-02-25,45
CHK01093,MB0196,C01,2024-07-30,60
CHK01094,MB0038,C05,2024-09-20,75
CHK01095,MB0249,C04,2024-10-05,75
CHK01096,MB0511,C07,2024-03-23,30
CHK01097,MB0091,C02,2024-12-04,60
CHK01098,MB0347,C02,2024-09-19,45
CHK01099,MB0220,C06,2024-07-31,90
CHK01100,MB0392,C01,2024-04-08,75
CHK01101,MB0709,C08,2024-08-26,75
CHK01102,MB0061,C06,2024-11-16,75
CHK01103,MB0516,C05,2024-02-06,30
CHK01104,MB0426,C08,2024-06-08,90
CHK01105,MB0714,C06,2024-10-04,90
CHK01106,MB0295,C04,2024-05-19,30
CHK01107,MB0119,C08,2024-05-30,90
CHK01108,MB0673,C07,2024-04-06,45
CHK01109,MB0463,C02,2024-09-10,30
CHK01110,MB0164,C07,2024-01-18,90
CHK01111,MB0630,C05,2024-07-19,45
CHK01112,MB0346,C03,2024-11-11,30
CHK01113,MB0063,C05,2024-10-01,30
CHK01114,MB0714,C04,2024-02-19,90
CHK01115,MB0166,C06,2024-08-14,30
CHK01116,MB0169,C02,2024-05-27,45
CHK01117,MB0517,C02,2024-10-05,30
CHK01118,MB0402,C01,2024-12-22,45
CHK01119,MB0576,C06,2024-06-25,75
CHK01120,MB0782,C05,2024-06-23,75
CHK01121,MB0345,C01,2024-08-23,60
CHK01122,MB0002,C04,2024-12-06,60
CHK01123,MB0755,C06,2024-10-17,30
CHK01124,MB0538,C04,2024-04-17,45
CHK01125,MB0267,C05,2024-09-25,30
CHK01126,MB0552,C04,2024-08-16,90
CHK01127,MB0118,C03,2024-10-22,75
CHK01128,MB0620,C01,2024-10-10,90
CHK01129,MB0522,C06,2024-01-19,90
CHK01130,MB0683,C03,2024-04-18,60
CHK01131,MB0175,C08,2024-04-02,90
CHK01132,MB0758,C02,2024-03-13,30
CHK01133,MB0445,C06,2024-02-19,30
CHK01134,MB0174,C07,2024-02-27,90
CHK01135,MB0311,C04,2024-03-24,90
CHK01136,MB0608,C01,2024-02-07,60
CHK01137,MB0599,C04,2024-01-05,75
CHK01138,MB0024,C02,2024-06-26,60
CHK01139,MB0264,C03,2024-07-31,60
CHK01140,MB0476,C02,2024-05-14,75
CHK01141,MB0563,C08,2024-05-07,90
CHK01142,MB0579,C01,2024-11-16,30
CHK01143,MB0326,C01,2024-03-26,45
CHK01144,MB0355,C04,2024-08-09,90
CHK01145,MB0472,C05,2024-04-11,75
CHK01146,MB0427,C04,2024-05-17,45
CHK01147,MB0364,C06,2024-11-26,90
CHK01148,MB0687,C05,2024-07-02,75
CHK01149,MB0787,C04,2024-03-21,45
CHK01150,MB0258,C06,2024-07-16,75
CHK01151,MB0491,C02,2024-04-27,75
CHK01152,MB0674,C01,2024-12-16,75
CHK01153,MB0547,C08,2024-06-12,30
CHK01154,MB0641,C04,2024-01-16,45
CHK01155,MB0026,C01,2024-10-24,45
CHK01156,MB0313,C08,2024-08-17,30
CHK01157,MB0341,C07,2024-05-05,75
CHK01158,MB0476,C07,2024-11-07,45
CHK01159,MB0786,C02,2024-07-13,30
CHK01160,MB0171,C01,2024-12-27,60
CHK01161,MB0241,C07,2024-08-30,60
CHK01162,MB0309,C06,2024-10-15,75
CHK01163,MB0322,C06,2024-12-27,60
CHK01164,MB0394,C05,2024-07-05,60
CHK01165,MB0175,C02,2024-04-05,60
CHK01166,MB0198,C08,2024-12-08,60
CHK01167,MB0387,C03,2024-02-28,45
CHK01168,MB0286,C08,2024-10-14,60
CHK01169,MB0002,C04,2024-11-23,30
CHK01170,MB0002,C07,2024-05-23,60
CHK01171,MB0015,C06,2024-12-09,60
CHK01172,MB0707,C02,2024-03-10,90
CHK01173,MB0290,C08,2024-12-12,90
CHK01174,MB0272,C04,2024-01-31,45
CHK01175,MB0394,C04,2024-09-05,30
CHK01176,MB0107,C05,2024-04-08,90
CHK01177,MB0395,C08,2024-01-10,45
CHK01178,MB0156,C07,2024-12-22,90
CHK01179,MB0055,C07,2024-05-11,75
CHK01180,MB0614,C02,2024-02-20,75
CHK01181,MB0743,C06,2024-04-16,30
CHK01182,MB0438,C07,2024-12-13,45
CHK01183,MB0327,C03,2024-05-04,30
CHK01184,MB0007,C02,2024-04-17,60
CHK01185,MB0022,C02,2024-03-29,75
CHK01186,MB0495,C06,2024-10-24,90
CHK01187,MB0100,C07,2024-08-16,30
CHK01188,MB0765,C08,2024-06-01,30
CHK01189,MB0293,C02,2024-06-05,45
CHK01190,MB0234,C08,2024-09-26,90
CHK01191,MB0178,C06,2024-07-30,60
CHK01192,MB0166,C07,2024-08-28,90
CHK01193,MB0242,C04,2024-05-06,75
CHK01194,MB0051,C04,2024-07-08,45
CHK01195,MB0773,C08,2024-12-13,60
CHK01196,MB0303,C04,2024-07-17,75
CHK01197,MB0053,C07,2024-10-30,60
CHK01198,MB0460,C05,2024-04-23,45
CHK01199,MB0281,C08,2024-11-12,60
CHK01200,MB0122,C04,2024-04-30,30
CHK01201,MB0744,C04,2024-11-29,75
CHK01202,MB0159,C07,2024-05-28,45
CHK01203,MB0479,C02,2024-10-15,30
CHK01204,MB0001,C07,2024-01-15,60
CHK01205,MB0469,C07,2024-01-08,45
CHK01206,MB0425,C06,2024-07-11,90
CHK01207,MB0780,C03,2024-10-14,90
CHK01208,MB0227,C05,2024-03-01,90
CHK01209,MB0011,C04,2024-11-26,30
CHK01210,MB0533,C02,2024-05-26,60
CHK01211,MB0650,C03,2024-11-19,45
CHK01212,MB0417,C06,2024-04-01,75
CHK01213,MB0025,C01,2024-11-30,90
